fire_event_name,job_id,fire_name,date_mode,post_fire_days,sensor,status,job_status
GEOLOGY_date2023-06-10_range30_modealarm_sensorsentinel-2,8b259d01-0afc-4c7a-8c14-2d04d4d8cbd3,GEOLOGY,alarm,30,sentinel-2,success,complete
GEOLOGY_date2023-06-10_range45_modealarm_sensorsentinel-2,1ac5b58b-a71d-46d2-a73d-04761fa3fcc6,GEOLOGY,alarm,45,sentinel-2,success,complete
GEOLOGY_date2023-06-10_range60_modealarm_sensorsentinel-2,dc715265-0c09-4db8-a72b-b76000b8bdd9,GEOLOGY,alarm,60,sentinel-2,success,complete
GEOLOGY_date2023-06-10_range90_modealarm_sensorsentinel-2,23301fde-82bb-430b-b6e0-37026d1f8c6e,GEOLOGY,alarm,90,sentinel-2,success,complete
GEOLOGY_date2023-06-10_range5_modealarm_sensorlandsat,d5f3cb63-6a2a-42c9-b8a9-0280644a3fce,GEOLOGY,alarm,5,landsat,success,complete
GEOLOGY_date2023-06-10_range10_modealarm_sensorlandsat,033d9931-4e07-4822-bb3a-5ad0f23ec236,GEOLOGY,alarm,10,landsat,success,complete
GEOLOGY_date2023-06-10_range15_modealarm_sensorlandsat,451c0583-c7e8-4344-b2b5-3e1d221e56a8,GEOLOGY,alarm,15,landsat,success,complete
GEOLOGY_date2023-06-10_range21_modealarm_sensorlandsat,477b42e8-d9b0-493a-88cf-53c12d7866a6,GEOLOGY,alarm,21,landsat,success,complete
GEOLOGY_date2023-06-10_range30_modealarm_sensorlandsat,55ab1caa-758c-4e77-9113-b783d1b3dde8,GEOLOGY,alarm,30,landsat,success,complete
GEOLOGY_date2023-06-10_range45_modealarm_sensorlandsat,a2bf3d7e-ffef-40ee-a936-167577a4685f,GEOLOGY,alarm,45,landsat,success,complete
GEOLOGY_date2023-06-10_range60_modealarm_sensorlandsat,a0199c52-ff7c-4fc8-a580-d8d1a537cb6e,GEOLOGY,alarm,60,landsat,success,complete
GEOLOGY_date2023-06-10_range90_modealarm_sensorlandsat,be08e1e5-d5bb-4927-90b7-a0b36812347f,GEOLOGY,alarm,90,landsat,success,complete
GEOLOGY_date2023-06-18_range5_modecont_sensorsentinel-2,cf7893ea-e323-4487-ac84-44a6ca89abf5,GEOLOGY,cont,5,sentinel-2,success,complete
GEOLOGY_date2023-06-18_range10_modecont_sensorsentinel-2,db99972d-2940-4b0d-b81d-6ac636770c7d,GEOLOGY,cont,10,sentinel-2,success,complete
GEOLOGY_date2023-06-18_range15_modecont_sensorsentinel-2,45b92884-ad29-46c8-aafa-3ec368281548,GEOLOGY,cont,15,sentinel-2,success,complete
GEOLOGY_date2023-06-18_range21_modecont_sensorsentinel-2,aac2c904-0837-482c-b2d1-8647cea15f73,GEOLOGY,cont,21,sentinel-2,success,complete
GEOLOGY_date2023-06-18_range30_modecont_sensorsentinel-2,f184892a-fd42-4146-b32d-cf11798182b2,GEOLOGY,cont,30,sentinel-2,success,complete
GEOLOGY_date2023-06-18_range45_modecont_sensorsentinel-2,e8f18763-c250-4e41-be9d-1254ef33e057,GEOLOGY,cont,45,sentinel-2,success,complete
GEOLOGY_date2023-06-18_range60_modecont_sensorsentinel-2,2627b2af-8429-433c-9e0d-815607d99aac,GEOLOGY,cont,60,sentinel-2,success,complete
GEOLOGY_date2023-06-18_range90_modecont_sensorsentinel-2,3aa5f8ad-5daa-4442-8e4b-4294348bfb8f,GEOLOGY,cont,90,sentinel-2,success,complete
GEOLOGY_date2023-06-18_range5_modecont_sensorlandsat,624af43f-ac92-4a9c-8710-fb8f268f924f,GEOLOGY,cont,5,landsat,success,complete
GEOLOGY_date2023-06-18_range10_modecont_sensorlandsat,4a91d013-4cba-42c4-8411-37f48e56bb8f,GEOLOGY,cont,10,landsat,success,complete
GEOLOGY_date2023-06-18_range15_modecont_sensorlandsat,b72ac93f-746d-495c-a7b2-5acec9804afa,GEOLOGY,cont,15,landsat,success,complete
GEOLOGY_date2023-06-18_range21_modecont_sensorlandsat,5ad6a88d-9e49-410d-b00f-07fe2edde2f4,GEOLOGY,cont,21,landsat,success,complete
GEOLOGY_date2023-06-18_range30_modecont_sensorlandsat,72611808-c6a5-4125-ac5a-096831a2eb44,GEOLOGY,cont,30,landsat,success,complete
GEOLOGY_date2023-06-18_range45_modecont_sensorlandsat,5fbe8d21-6459-4fea-b402-326ca6f30f51,GEOLOGY,cont,45,landsat,success,complete
GEOLOGY_date2023-06-18_range60_modecont_sensorlandsat,edb0f42d-7a8f-4b95-99b4-78a54c10b2d6,GEOLOGY,cont,60,landsat,success,complete
GEOLOGY_date2023-06-18_range90_modecont_sensorlandsat,2e1433f7-96fa-472f-8cc3-22840391810f,GEOLOGY,cont,90,landsat,success,complete
VALLEY_date2023-06-17_range5_modealarm_sensorsentinel-2,45af80cb-cf8c-43ce-8d11-2d62260d5ce1,VALLEY,alarm,5,sentinel-2,success,complete
VALLEY_date2023-06-17_range10_modealarm_sensorsentinel-2,5d51d02a-efa8-47da-bef5-41bf87ad25ff,VALLEY,alarm,10,sentinel-2,success,complete
VALLEY_date2023-06-17_range15_modealarm_sensorsentinel-2,4ad77758-acd0-4b7b-a4bc-33b7e5d50007,VALLEY,alarm,15,sentinel-2,success,complete
VALLEY_date2023-06-17_range21_modealarm_sensorsentinel-2,b5455b41-c6f7-4acd-ab5b-eac9d2ca3a8b,VALLEY,alarm,21,sentinel-2,success,complete
VALLEY_date2023-06-17_range30_modealarm_sensorsentinel-2,71a972ca-7c4f-472d-9bfe-749f3c253c46,VALLEY,alarm,30,sentinel-2,success,complete
VALLEY_date2023-06-17_range45_modealarm_sensorsentinel-2,e216eb49-df1e-463d-a8e9-b6e4a0b83d87,VALLEY,alarm,45,sentinel-2,success,complete
VALLEY_date2023-06-17_range60_modealarm_sensorsentinel-2,5767708d-e0a1-4278-896f-b44333625e35,VALLEY,alarm,60,sentinel-2,success,complete
VALLEY_date2023-06-17_range90_modealarm_sensorsentinel-2,80bfd8a1-f67a-4b9b-b7b2-dcbafe7f97e1,VALLEY,alarm,90,sentinel-2,success,complete
VALLEY_date2023-06-17_range5_modealarm_sensorlandsat,511e76af-d0ee-46f5-a9fa-7b5a5c51627d,VALLEY,alarm,5,landsat,success,complete
VALLEY_date2023-06-17_range10_modealarm_sensorlandsat,b1ef9683-83af-45fd-a6d3-8249aa11c44d,VALLEY,alarm,10,landsat,success,complete
VALLEY_date2023-06-17_range15_modealarm_sensorlandsat,18cb302a-22bd-4f1d-8dac-1b15fa8ffc97,VALLEY,alarm,15,landsat,success,complete
VALLEY_date2023-06-17_range21_modealarm_sensorlandsat,079aa386-a710-4157-8948-e53915dfe55a,VALLEY,alarm,21,landsat,success,complete
VALLEY_date2023-06-17_range30_modealarm_sensorlandsat,89a5ad2f-c564-440a-bca4-a50ebc901eeb,VALLEY,alarm,30,landsat,success,complete
VALLEY_date2023-06-17_range45_modealarm_sensorlandsat,b112eeb7-70a1-4741-9cd9-0d8ac75bd557,VALLEY,alarm,45,landsat,success,complete
VALLEY_date2023-06-17_range60_modealarm_sensorlandsat,e8717167-1b86-4344-ac25-f707973bc73f,VALLEY,alarm,60,landsat,success,complete
VALLEY_date2023-06-17_range90_modealarm_sensorlandsat,384efc81-123f-48f9-8a1a-95e7d8befdf3,VALLEY,alarm,90,landsat,success,complete
VALLEY_date2023-06-23_range5_modecont_sensorsentinel-2,c8c92715-b041-40de-850a-5bd5574b2d5a,VALLEY,cont,5,sentinel-2,success,complete
VALLEY_date2023-06-23_range10_modecont_sensorsentinel-2,4663e4f0-95ca-4e74-b18c-35d01eca8444,VALLEY,cont,10,sentinel-2,success,complete
VALLEY_date2023-06-23_range15_modecont_sensorsentinel-2,d7953e74-a25e-409b-82b3-e6f97b75f73d,VALLEY,cont,15,sentinel-2,success,complete
VALLEY_date2023-06-23_range21_modecont_sensorsentinel-2,7d92306c-b30a-4ef3-9f2a-8441524ccf65,VALLEY,cont,21,sentinel-2,success,complete
VALLEY_date2023-06-23_range30_modecont_sensorsentinel-2,dd948c65-eb26-44e5-8965-60ceea34b1b2,VALLEY,cont,30,sentinel-2,success,complete
VALLEY_date2023-06-23_range45_modecont_sensorsentinel-2,f7e7d951-4886-42d4-8b64-770ba8144fd7,VALLEY,cont,45,sentinel-2,success,complete
VALLEY_date2023-06-23_range60_modecont_sensorsentinel-2,98ce8b63-f587-40f1-b401-248e50eef867,VALLEY,cont,60,sentinel-2,success,complete
VALLEY_date2023-06-23_range90_modecont_sensorsentinel-2,603aae81-f7e1-4486-a4dc-63ee90d0c035,VALLEY,cont,90,sentinel-2,success,complete
VALLEY_date2023-06-23_range5_modecont_sensorlandsat,b4b587ec-0dc9-4a41-870f-dfb4494e359b,VALLEY,cont,5,landsat,success,complete
VALLEY_date2023-06-23_range10_modecont_sensorlandsat,433765ac-6b05-4add-af2e-18a2e1d51b8a,VALLEY,cont,10,landsat,success,complete
VALLEY_date2023-06-23_range15_modecont_sensorlandsat,e6682d90-3ad3-4282-aee4-7ed74ffd4cce,VALLEY,cont,15,landsat,success,complete
VALLEY_date2023-06-23_range21_modecont_sensorlandsat,9e729d95-ad9c-4858-8fd6-2e215d081596,VALLEY,cont,21,landsat,success,complete
VALLEY_date2023-06-23_range30_modecont_sensorlandsat,e441931e-c73e-4a81-8b2e-f3093fa3d45b,VALLEY,cont,30,landsat,success,complete
VALLEY_date2023-06-23_range45_modecont_sensorlandsat,9b3eff04-8457-4378-bcfc-9fbf36096d8d,VALLEY,cont,45,landsat,success,complete
VALLEY_date2023-06-23_range60_modecont_sensorlandsat,1fe8366d-0aa4-435e-aab8-28627fa08543,VALLEY,cont,60,landsat,success,complete
VALLEY_date2023-06-23_range90_modecont_sensorlandsat,2ff8a80b-f6fd-476f-a53f-0e9671aa5626,VALLEY,cont,90,landsat,success,complete
SYCAMORE_date2023-10-16_range5_modealarm_sensorsentinel-2,ce3d4c3c-2001-4c80-b940-98a44d50ffb3,SYCAMORE,alarm,5,sentinel-2,success,complete
SYCAMORE_date2023-10-16_range10_modealarm_sensorsentinel-2,4f72d6cf-da9d-4d5e-8de2-13c8258489f9,SYCAMORE,alarm,10,sentinel-2,success,complete
SYCAMORE_date2023-10-16_range15_modealarm_sensorsentinel-2,4eb99fed-8aef-4ca5-a205-074cffb99af5,SYCAMORE,alarm,15,sentinel-2,success,complete
SYCAMORE_date2023-10-16_range21_modealarm_sensorsentinel-2,ed6e73be-71fa-451f-8d1f-1de22d1c38f4,SYCAMORE,alarm,21,sentinel-2,success,complete
SYCAMORE_date2023-10-16_range30_modealarm_sensorsentinel-2,b22401b0-f8aa-4f90-b975-6b46b1b3e275,SYCAMORE,alarm,30,sentinel-2,success,complete
SYCAMORE_date2023-10-16_range45_modealarm_sensorsentinel-2,93861c95-ca6e-4d93-a482-1fd19920032a,SYCAMORE,alarm,45,sentinel-2,success,complete
SYCAMORE_date2023-10-16_range60_modealarm_sensorsentinel-2,bf0a711b-31e0-4043-9361-aeca28fc81a9,SYCAMORE,alarm,60,sentinel-2,success,complete
SYCAMORE_date2023-10-16_range90_modealarm_sensorsentinel-2,22fab017-5810-4ad5-a6fe-c15f1616c694,SYCAMORE,alarm,90,sentinel-2,success,complete
SYCAMORE_date2023-10-16_range5_modealarm_sensorlandsat,62902720-1a57-4a09-9e59-db8381130e94,SYCAMORE,alarm,5,landsat,success,failed
SYCAMORE_date2023-10-16_range10_modealarm_sensorlandsat,afa209dc-0e86-4684-b280-4af557c9f6a3,SYCAMORE,alarm,10,landsat,success,complete
SYCAMORE_date2023-10-16_range15_modealarm_sensorlandsat,831320d9-6a2f-4860-9ed3-61f8a5ee46f5,SYCAMORE,alarm,15,landsat,success,complete
SYCAMORE_date2023-10-16_range21_modealarm_sensorlandsat,1dcda36c-20f7-41c0-a525-e3f69b999d77,SYCAMORE,alarm,21,landsat,success,complete
SYCAMORE_date2023-10-16_range30_modealarm_sensorlandsat,84968bfc-9ee8-4b90-b914-10f980395f90,SYCAMORE,alarm,30,landsat,success,complete
SYCAMORE_date2023-10-16_range45_modealarm_sensorlandsat,8df2bbd9-cfe9-47df-adc3-2c64b448c186,SYCAMORE,alarm,45,landsat,success,complete
SYCAMORE_date2023-10-16_range60_modealarm_sensorlandsat,e7fbfacf-112b-4e0e-92d8-e793af4cbafc,SYCAMORE,alarm,60,landsat,success,complete
SYCAMORE_date2023-10-16_range90_modealarm_sensorlandsat,4328247f-cc48-43b3-b83f-2d52b35dd9fd,SYCAMORE,alarm,90,landsat,success,complete
SYCAMORE_date2023-10-20_range5_modecont_sensorsentinel-2,56bd93a1-ef98-4081-999c-875a978fb562,SYCAMORE,cont,5,sentinel-2,success,failed
SYCAMORE_date2023-10-20_range10_modecont_sensorsentinel-2,cf24e0a7-ed2c-42a2-b74c-66bf2b388e2e,SYCAMORE,cont,10,sentinel-2,success,complete
SYCAMORE_date2023-10-20_range15_modecont_sensorsentinel-2,da4b7691-db53-4c89-9bb2-2ddcaad3bce2,SYCAMORE,cont,15,sentinel-2,success,complete
SYCAMORE_date2023-10-20_range21_modecont_sensorsentinel-2,e44405c6-4448-4c42-9583-86f3565bbcbd,SYCAMORE,cont,21,sentinel-2,success,complete
SYCAMORE_date2023-10-20_range30_modecont_sensorsentinel-2,18feb149-08da-4053-8054-2f48561eade2,SYCAMORE,cont,30,sentinel-2,success,complete
SYCAMORE_date2023-10-20_range45_modecont_sensorsentinel-2,08abe8a2-2c30-449a-8292-b2a4aca370c9,SYCAMORE,cont,45,sentinel-2,success,complete
SYCAMORE_date2023-10-20_range60_modecont_sensorsentinel-2,267ab76b-b297-4d5a-8e76-2e5043751a03,SYCAMORE,cont,60,sentinel-2,success,complete
SYCAMORE_date2023-10-20_range90_modecont_sensorsentinel-2,c337dd87-7f15-4538-a5fa-9f2a0c73b495,SYCAMORE,cont,90,sentinel-2,success,complete
SYCAMORE_date2023-10-20_range5_modecont_sensorlandsat,94acd84c-98dd-4df1-919a-2b278f7be77e,SYCAMORE,cont,5,landsat,success,complete
SYCAMORE_date2023-10-20_range10_modecont_sensorlandsat,7e2f0a38-3e03-4401-bb57-2f5270fe8982,SYCAMORE,cont,10,landsat,success,complete
SYCAMORE_date2023-10-20_range15_modecont_sensorlandsat,17621310-6927-40d9-8fcb-b00dadfafb03,SYCAMORE,cont,15,landsat,success,complete
SYCAMORE_date2023-10-20_range21_modecont_sensorlandsat,82cbaa6d-7aa9-458f-a219-fc0d2a9e34b0,SYCAMORE,cont,21,landsat,success,complete
SYCAMORE_date2023-10-20_range30_modecont_sensorlandsat,8c0d9349-8781-45a0-9b2d-9896105b1d64,SYCAMORE,cont,30,landsat,success,complete
SYCAMORE_date2023-10-20_range45_modecont_sensorlandsat,781de4d9-8e4a-480a-bb55-98faf2b6830a,SYCAMORE,cont,45,landsat,success,complete
SYCAMORE_date2023-10-20_range60_modecont_sensorlandsat,61eb081d-707f-4a60-a26f-107b1dfef20c,SYCAMORE,cont,60,landsat,success,complete
SYCAMORE_date2023-10-20_range90_modecont_sensorlandsat,932636ee-bd08-448c-8af9-97b08451ea36,SYCAMORE,cont,90,landsat,success,complete
SUMMIT_date2022-08-03_range5_modealarm_sensorsentinel-2,fa9d0b37-db5d-466c-bddb-fd00463fbef4,SUMMIT,alarm,5,sentinel-2,success,complete
SUMMIT_date2022-08-03_range10_modealarm_sensorsentinel-2,f3bdd15e-b2cb-4794-a142-85610b7e3f5e,SUMMIT,alarm,10,sentinel-2,success,complete
SUMMIT_date2022-08-03_range15_modealarm_sensorsentinel-2,5fc66ced-1779-4ad6-afcb-fb0825705fdf,SUMMIT,alarm,15,sentinel-2,success,complete
SUMMIT_date2022-08-03_range21_modealarm_sensorsentinel-2,3511355b-21cb-4a2e-97fb-9a961b796c5b,SUMMIT,alarm,21,sentinel-2,success,complete
SUMMIT_date2022-08-03_range30_modealarm_sensorsentinel-2,54157a4a-76f1-4802-9100-d98a6b0603d3,SUMMIT,alarm,30,sentinel-2,success,complete
SUMMIT_date2022-08-03_range45_modealarm_sensorsentinel-2,aa905018-3d48-44fc-9806-49c65d211484,SUMMIT,alarm,45,sentinel-2,success,complete
SUMMIT_date2022-08-03_range60_modealarm_sensorsentinel-2,b5bc5345-6d44-432f-8e4f-0459108b696b,SUMMIT,alarm,60,sentinel-2,success,complete
SUMMIT_date2022-08-03_range90_modealarm_sensorsentinel-2,fff9d053-b445-4528-9141-2cb49fb4f03e,SUMMIT,alarm,90,sentinel-2,success,complete
SUMMIT_date2022-08-03_range5_modealarm_sensorlandsat,4f4fec25-5e94-4034-a499-3b26aaa247c3,SUMMIT,alarm,5,landsat,success,failed
SUMMIT_date2022-08-03_range10_modealarm_sensorlandsat,601776a9-b0db-47c1-b682-0730f11664c9,SUMMIT,alarm,10,landsat,success,complete
SUMMIT_date2022-08-03_range15_modealarm_sensorlandsat,c04c2fd7-8c50-4983-9ba1-79f7f69f2ebb,SUMMIT,alarm,15,landsat,success,complete
SUMMIT_date2022-08-03_range21_modealarm_sensorlandsat,473ead2e-cf3e-4db5-a5fd-34b3304803d4,SUMMIT,alarm,21,landsat,success,complete
SUMMIT_date2022-08-03_range30_modealarm_sensorlandsat,05a73bf2-bae3-470c-a7e9-716fd528764a,SUMMIT,alarm,30,landsat,success,complete
SUMMIT_date2022-08-03_range45_modealarm_sensorlandsat,9083a933-b09c-4196-b0b5-d49b5ee8d773,SUMMIT,alarm,45,landsat,success,complete
SUMMIT_date2022-08-03_range60_modealarm_sensorlandsat,5399a09b-5d8a-401a-bb0f-93f0969d3c8e,SUMMIT,alarm,60,landsat,success,complete
SUMMIT_date2022-08-03_range90_modealarm_sensorlandsat,cc4cb5f8-37e8-46eb-9a39-89c94029f7d0,SUMMIT,alarm,90,landsat,success,complete
SUMMIT_date2022-10-19_range5_modecont_sensorsentinel-2,29510ea1-296c-40c4-8126-2f8a9008f09e,SUMMIT,cont,5,sentinel-2,success,complete
SUMMIT_date2022-10-19_range10_modecont_sensorsentinel-2,c3da18fd-a917-4e37-bac7-3ff34528382f,SUMMIT,cont,10,sentinel-2,success,complete
SUMMIT_date2022-10-19_range15_modecont_sensorsentinel-2,aa0cdc30-0702-43c7-83fe-79da51489c5e,SUMMIT,cont,15,sentinel-2,success,complete
SUMMIT_date2022-10-19_range21_modecont_sensorsentinel-2,44f3369b-0a63-4b78-aa76-e74a773207f0,SUMMIT,cont,21,sentinel-2,success,complete
SUMMIT_date2022-10-19_range30_modecont_sensorsentinel-2,69bc7b9a-1138-45f9-829c-5ba70e78fca3,SUMMIT,cont,30,sentinel-2,success,complete
SUMMIT_date2022-10-19_range45_modecont_sensorsentinel-2,4083a8ac-3afb-4e6d-ba5c-7d07684eb744,SUMMIT,cont,45,sentinel-2,success,complete
SUMMIT_date2022-10-19_range60_modecont_sensorsentinel-2,9a9ac137-393f-4299-b558-be1cdb9068f9,SUMMIT,cont,60,sentinel-2,success,complete
SUMMIT_date2022-10-19_range90_modecont_sensorsentinel-2,2d3e21b5-a4b3-4e0b-b73b-0a115e6deb28,SUMMIT,cont,90,sentinel-2,success,complete
SUMMIT_date2022-10-19_range5_modecont_sensorlandsat,35b9a55d-c318-40a8-8500-94a6f220d658,SUMMIT,cont,5,landsat,success,complete
SUMMIT_date2022-10-19_range10_modecont_sensorlandsat,93f9e83d-7e19-4bf9-92c4-6c2e7e3aeaca,SUMMIT,cont,10,landsat,success,complete
SUMMIT_date2022-10-19_range15_modecont_sensorlandsat,012d7bc7-7bf1-4c6c-9e46-5077d5c9b7dd,SUMMIT,cont,15,landsat,success,complete
SUMMIT_date2022-10-19_range21_modecont_sensorlandsat,d00216e8-94b8-4921-91a4-cc633ff82d42,SUMMIT,cont,21,landsat,success,complete
SUMMIT_date2022-10-19_range30_modecont_sensorlandsat,cf7de637-7d85-46a8-a2a0-df35c3c8b01d,SUMMIT,cont,30,landsat,success,complete
SUMMIT_date2022-10-19_range45_modecont_sensorlandsat,3cbd141a-cff3-465d-adf4-a64f82824485,SUMMIT,cont,45,landsat,success,complete
SUMMIT_date2022-10-19_range60_modecont_sensorlandsat,c78abb0e-4b80-43de-ab99-dafe53eba1df,SUMMIT,cont,60,landsat,success,complete
SUMMIT_date2022-10-19_range90_modecont_sensorlandsat,03eaf0ea-6613-483b-94e3-93386558b979,SUMMIT,cont,90,landsat,success,complete
ELK TRAIL_date2022-05-26_range5_modealarm_sensorsentinel-2,85c4a719-cd6a-41fc-bbe7-23d6315eba22,ELK TRAIL,alarm,5,sentinel-2,success,complete
ELK TRAIL_date2022-05-26_range10_modealarm_sensorsentinel-2,27e8486e-4635-42af-8c09-74c39061b137,ELK TRAIL,alarm,10,sentinel-2,success,complete
ELK TRAIL_date2022-05-26_range15_modealarm_sensorsentinel-2,e498b0e0-6a11-44b9-8ee0-fd3359b07a0e,ELK TRAIL,alarm,15,sentinel-2,success,complete
ELK TRAIL_date2022-05-26_range21_modealarm_sensorsentinel-2,629d4173-b793-459c-b301-f89a25f584fd,ELK TRAIL,alarm,21,sentinel-2,success,complete
ELK TRAIL_date2022-05-26_range30_modealarm_sensorsentinel-2,a6208424-9a72-4059-b46b-3c59f65f9dd3,ELK TRAIL,alarm,30,sentinel-2,success,complete
ELK TRAIL_date2022-05-26_range45_modealarm_sensorsentinel-2,b8b50821-b0aa-4b17-aed5-cf5c8a13cead,ELK TRAIL,alarm,45,sentinel-2,success,complete
ELK TRAIL_date2022-05-26_range60_modealarm_sensorsentinel-2,4c74a7f2-c291-4a5a-b16d-2d972dca0e66,ELK TRAIL,alarm,60,sentinel-2,success,complete
ELK TRAIL_date2022-05-26_range90_modealarm_sensorsentinel-2,1bab22c6-46aa-4c7e-9ad9-63a3c8996c48,ELK TRAIL,alarm,90,sentinel-2,success,complete
ELK TRAIL_date2022-05-26_range5_modealarm_sensorlandsat,19ef3468-bc28-4bbc-9bd9-030f2f23db57,ELK TRAIL,alarm,5,landsat,success,failed
ELK TRAIL_date2022-05-26_range10_modealarm_sensorlandsat,f5af2260-7b1c-4ceb-a5d0-6f79ea5b3ca1,ELK TRAIL,alarm,10,landsat,success,complete
ELK TRAIL_date2022-05-26_range15_modealarm_sensorlandsat,f242ae9e-0708-4fa3-afb0-2ab799fec582,ELK TRAIL,alarm,15,landsat,success,complete
ELK TRAIL_date2022-05-26_range21_modealarm_sensorlandsat,a2a41624-7584-4184-8705-ea8a856dfc7b,ELK TRAIL,alarm,21,landsat,success,complete
ELK TRAIL_date2022-05-26_range30_modealarm_sensorlandsat,fc5c39a3-0dd3-42b1-bbd2-29257cbbdf70,ELK TRAIL,alarm,30,landsat,success,complete
ELK TRAIL_date2022-05-26_range45_modealarm_sensorlandsat,09d15344-6a7d-4ce9-ab51-7d91d4fae85d,ELK TRAIL,alarm,45,landsat,success,complete
ELK TRAIL_date2022-05-26_range60_modealarm_sensorlandsat,4963a8b1-b42b-4374-b026-6aaf0b9d7db8,ELK TRAIL,alarm,60,landsat,success,complete
ELK TRAIL_date2022-05-26_range90_modealarm_sensorlandsat,6e4e917f-a5d3-4789-80f2-b45908a0c1f0,ELK TRAIL,alarm,90,landsat,success,complete
ELK TRAIL_date2022-05-31_range5_modecont_sensorsentinel-2,0e34ec0a-8dcf-48d4-9924-359a12172d8f,ELK TRAIL,cont,5,sentinel-2,success,complete
ELK TRAIL_date2022-05-31_range10_modecont_sensorsentinel-2,4e948e6f-6989-48da-b788-35dc18f62fc1,ELK TRAIL,cont,10,sentinel-2,success,complete
ELK TRAIL_date2022-05-31_range15_modecont_sensorsentinel-2,48be4fa8-a03b-4142-9ecb-337677eef8ef,ELK TRAIL,cont,15,sentinel-2,success,complete
ELK TRAIL_date2022-05-31_range21_modecont_sensorsentinel-2,0d9d3b18-5c45-4947-8f96-2f3a8c650512,ELK TRAIL,cont,21,sentinel-2,success,complete
ELK TRAIL_date2022-05-31_range30_modecont_sensorsentinel-2,9f1474d7-135b-4b97-b991-7ce5852bbea3,ELK TRAIL,cont,30,sentinel-2,success,complete
ELK TRAIL_date2022-05-31_range45_modecont_sensorsentinel-2,ec07b114-c406-4163-b1a0-564d2d93cba6,ELK TRAIL,cont,45,sentinel-2,success,complete
ELK TRAIL_date2022-05-31_range60_modecont_sensorsentinel-2,1d188649-cff2-4b8d-9b52-6bb84ffa5474,ELK TRAIL,cont,60,sentinel-2,success,complete
ELK TRAIL_date2022-05-31_range90_modecont_sensorsentinel-2,d9431cbe-d7c8-4967-9dc8-b26119e1e752,ELK TRAIL,cont,90,sentinel-2,success,complete
ELK TRAIL_date2022-05-31_range5_modecont_sensorlandsat,a10d404e-0daa-4cb9-90be-004ac8fb7025,ELK TRAIL,cont,5,landsat,success,complete
ELK TRAIL_date2022-05-31_range10_modecont_sensorlandsat,53b27a2d-890e-4046-8752-6f46ddd181fe,ELK TRAIL,cont,10,landsat,success,complete
ELK TRAIL_date2022-05-31_range15_modecont_sensorlandsat,df69a13b-9882-416b-8f8a-6b8e55f0afa2,ELK TRAIL,cont,15,landsat,success,complete
ELK TRAIL_date2022-05-31_range21_modecont_sensorlandsat,e485eaa5-66de-4c55-90c8-cf55a1b0e146,ELK TRAIL,cont,21,landsat,success,complete
ELK TRAIL_date2022-05-31_range30_modecont_sensorlandsat,fd87e950-75ac-4358-9b1e-e45fff183c1e,ELK TRAIL,cont,30,landsat,success,complete
ELK TRAIL_date2022-05-31_range45_modecont_sensorlandsat,0bcd585e-a342-4ead-a451-7a6051aa51a4,ELK TRAIL,cont,45,landsat,success,complete
ELK TRAIL_date2022-05-31_range60_modecont_sensorlandsat,83165930-a206-4553-a605-1cc86e1c1589,ELK TRAIL,cont,60,landsat,success,complete
ELK TRAIL_date2022-05-31_range90_modecont_sensorlandsat,00fb2f01-26bc-47b5-8f06-fa052edaf780,ELK TRAIL,cont,90,landsat,success,complete
AVALANCHE_date2022-07-18_range5_modealarm_sensorsentinel-2,7e771dd6-a32f-4e34-8008-99c422700b33,AVALANCHE,alarm,5,sentinel-2,success,complete
AVALANCHE_date2022-07-18_range10_modealarm_sensorsentinel-2,8e68df53-f6eb-4b93-8e4a-d039423025bb,AVALANCHE,alarm,10,sentinel-2,success,complete
AVALANCHE_date2022-07-18_range15_modealarm_sensorsentinel-2,0645ca9b-3230-479b-bee6-b75063e2175b,AVALANCHE,alarm,15,sentinel-2,success,complete
AVALANCHE_date2022-07-18_range21_modealarm_sensorsentinel-2,47d7ee6c-795e-4b62-b14b-f17636d64f30,AVALANCHE,alarm,21,sentinel-2,success,complete
AVALANCHE_date2022-07-18_range30_modealarm_sensorsentinel-2,00147db4-aae5-469a-88dc-ac43e2ae8a21,AVALANCHE,alarm,30,sentinel-2,success,complete
AVALANCHE_date2022-07-18_range45_modealarm_sensorsentinel-2,c274b53f-1368-4064-a015-a6ac7a945689,AVALANCHE,alarm,45,sentinel-2,success,complete
AVALANCHE_date2022-07-18_range60_modealarm_sensorsentinel-2,3494193f-91e7-451a-9626-af68671d8714,AVALANCHE,alarm,60,sentinel-2,success,complete
AVALANCHE_date2022-07-18_range90_modealarm_sensorsentinel-2,f74356cf-2b65-49b4-ad2f-2cc062f86718,AVALANCHE,alarm,90,sentinel-2,success,complete
AVALANCHE_date2022-07-18_range5_modealarm_sensorlandsat,b6648783-3520-4922-bd6a-584762b00cae,AVALANCHE,alarm,5,landsat,success,failed
AVALANCHE_date2022-07-18_range10_modealarm_sensorlandsat,6451fbbd-1182-44e8-922b-27e13121e8cb,AVALANCHE,alarm,10,landsat,success,complete
AVALANCHE_date2022-07-18_range15_modealarm_sensorlandsat,4e532952-ffc6-4c4c-a825-06d5905ff867,AVALANCHE,alarm,15,landsat,success,complete
AVALANCHE_date2022-07-18_range21_modealarm_sensorlandsat,5b332ecf-c791-4d82-b288-e7cd422a37ef,AVALANCHE,alarm,21,landsat,success,complete
